readable_name,name,country_specific_code,country_2_letter
Martinje,Martinje,031008,SI
Martinopole,Martinópole,2307908,BR
Martinopolis,Martinópolis,3529203,BR
Martins,Martins,2407401,BR
Martins Soares,Martins Soares,3140530,BR
Martinska Ves,Martinska Ves,02593,HR
Martir de Cuilapan,Mártir de Cuilapan,12042,MX
Martires de Tacubaya,Mártires de Tacubaya,20056,MX
Martjanci,Martjanci,078015,SI
Martok audany,Мәртөк ауданы,1546,KZ
Martonvasar District,Martonvásár,081,HU
Martshala Gewog,Martshala,2105,BT
Martvili,მარტვილი,0904,GE
Martynovskiy municipal'nyy rayon,Мартыновский муниципальный район,60230,RU
Maru,Maru,3710,NG
Marudi,Marudi,0906,GY
Maruf,معروف,2715,AF
Marugame-shi,丸亀市,372021,JP
Maruim,Maruim,2804003,BR
Marulanda,Marulanda,17446,CO
Marumbi,Marumbi,4115507,BR
Marumori-machi,丸森町,043419,JP
Maruzi,Maruzi,0603,UG
Maruševec,Maruševec,02607,HR
Marvao,Marvão,1210,PT
Marvast,مروست,3104,IR
Marvdasht,مرودشت,1726,IR
Mary,Mary şäheri,5401,TM
Mary District,Mary etraby,5203,TM
Maryovskiy municipal'nyy rayon,Марёвский муниципальный район,49223,RU
Marzagão,Marzagão,5212907,BR
Marín,Marín,19034,MX
Marăndeni,Mărăndeni,4325000,MD
Marčana,Marčana,02542,HR
Maršiči,Maršiči,050055,SI
Maršiči,Maršiči,104048,SI
Masaba North,Masaba North,1206,KE
Masagua,Masagua,0505,GT
Masaguara,Masaguara,1009,HN
Masahuat,Masahuat,0206,SV
Masaiti District,Masaiti,0207,ZM
Masaka District,Masaka Municipality,5204,UG
Masaki-cho,松前町,384011,JP
Masal,ماسال,2516,IR
Masari,Μάσαρη,1366,CY
Masasi,Masasi,2715,TZ
Masasi  Township Authority,Masasi  Township Authority,1301,TZ
Masatepe,Masatepe,6025,NI
Masaya,Masaya,6010,NI
Masbate,Masbate,0504100000,PH
Mascara,Mascara,DZ026028,DZ
Mascota,Mascota,14058,MX
Mascote,Mascote,2920908,BR
Maseru,Maseru,A12,LS
Maseru,Maseru,D09,LS
Maseyisini,Maseyisini,405,SZ
Masfjorden,Masfjorden,4634,NO
Masfout,مصفوت,02421,AE
Mashaleng,Mashaleng,F02,LS
Mashare,Mashare,0602,NA
Mashegu,Mashegu,2716,NG
Mashhad,مشهد,1125,IR
Mashi,Mashi,2127,NG
Mashike-cho,増毛町,014818,JP
Mashiki-machi,益城町,434434,JP
Mashiko-machi,益子町,093424,JP
Mashra'a Wa Hadnan,مشرعة وحدنان,1510,YE
Mashtoul Al Souk,مركز مشتول السوق,1316,EG
Masi-Manimba Territory,Masi-Manimba,3032,CD
Masina,Masina,1042,CD
Masindi District,Masindi Municipality,9013,UG
Masinga,Masinga,819,KE
Masirah,مصيرة,1105,OM
Masisi,Masisi,6126,CD
Masjed Soleyman,مسجدسليمان,1321,IR
Maslyaninskiy municipal'nyy rayon,Маслянинский муниципальный район,50236,RU
Mason County,Mason,17125,US
Mason County,Mason,21161,US
Mason County,Mason,26105,US
Mason County,Mason,48319,US
Mason County,Mason,53045,US
Mason County,Mason,54053,US
Masore,Masore,036021,SI
Massa and Carrara,Massa-Carrara,045,IT
Massac County,Massac,17127,US
Massangena District,Massangena,09010,MZ
Massango,Massango,14011,AO
Massape,Massapê,2308005,BR
Massape do Piaui,Massapê do Piauí,2206050,BR
Massaranduba,Massaranduba,2509206,BR
Massaranduba,Massaranduba,4210605,BR
Massawa Subregion,Massawa,608,ER
Massinga District,Massinga,08009,MZ
Massingir District,Massingir,09011,MZ
Mastchoh,Мастчоҳ,0452,TJ
Masterton District,Masterton District,048,NZ
Masuda-shi,益田市,322041,JP
Masuho-cho,富士川町,193682,JP
Masvingo District,Masvingo,075,ZW
Maswa District,Maswa,2005,TZ
Maswar,مسور,2916,YE
Maswarah,مسورة,1403,YE
Masyaf,مصياف,0504,SY
Mat-su,Matanuska-Susitna,02170,US
Mata,Mata,4312104,BR
Mata Grande,Mata Grande,2705002,BR
Mata Khan,متاخان,1202,AF
Mata Roma,Mata Roma,2106409,BR
Mata Verde,Mata Verde,3140555,BR
Mata de São João,Mata de São João,2921005,BR
Matachi Municipality,Matachí,08043,MX
Matad,Матад,0907,MN
Matadi,Matadi,2010,CD
Matafaa,Matafaa,31301,WS
Matafele,Matafele,10239,WS
Matagalpa,Matagalpa,4030,NI
Matagorda County,Matagorda,48321,US
Matakwalao,Matakwalao,0709,SB
Matala,Matala,10011,AO
Matale,මාතලේ,LK-22,LK
Matam,Matam,072,SN
Matamata-Piako District,Matamata-Piako District,015,NZ
Matamoros,Matamoros,05017,MX
Matamoros,Matamoros,08044,MX
Matamoros,Matamoros,28022,MX
Matangi,Matangi,0507,SB
Mataniko,Mataniko,1007,SB
Matanofo,Matanofo,31207,WS
Matanza,Matanza,68444,CO
Matanza,Matanzas,2501,CU
Matanzas,Matanzas,1703,DO
Mataquescuintla,Mataquescuintla,2107,GT
Matara,මාතර,LK-32,LK
Mataraca,Mataraca,2509305,BR
Mataram,Kota Mataram,5271,ID
Matatufu,Matatufu,31601,WS
Matautu,Matautu,31308,WS
Matautu,Matautu,31506,WS
Matautu Tai,Matautu Tai,10214,WS
Matautu Uta,Matautu Uta,10215,WS
Matavai,Matavai,43805,WS
Matavun,Matavun,019018,SI
Matay,مركز مطاى,2409,EG
Matayos,Matayos,450,KE
Matazu,Matazu,2128,NG
Matca,Matca,076692,RO
Mateare,Mateare,5515,NI
Mateești,Mateești,171067,RO
Matehuala Municipality,Matehuala,24020,MX
Matei,Matei,033658,RO
Mateiros,Mateiros,1712702,BR
Matelandia,Matelândia,4115606,BR
Matena,Matena,037011,SI
Matenja Vas,Matenja vas,094018,SI
Matera province,Matera,077,IT
Materi,Matéri,025,BJ
Materija,Materija,035017,SI
Materlandia,Materlândia,3140605,BR
Mateszalka District,Mátészalka,154,HU
Matete,Matete,1034,CD
Mateur,ماطر,1756,TN
Mateus Leme,Mateus Leme,3140704,BR
Mateuţi,Mateuți,6721000,MD
Mathare,Mathare,160,KE
Matheniko,Matheniko,5802,UG
Mathews County,Mathews,51115,US
Mathias Lobato,Mathias Lobato,3171501,BR
Mathiatis,Μαθιάτης,1101,CY
Mathikoloni,Μαθικολώνη,5104,CY
Mathioya,Mathioya,883,KE
Mathira East,Mathira East,838,KE
Mathira West,Mathira West,891,KE
Mathura district,Mathura,167,IN
Matias Barbosa,Matias Barbosa,3140803,BR
Matias Cardoso,Matias Cardoso,3140852,BR
Matias Olimpio,Matias Olímpio,2206100,BR
Matiguas,Matiguás,4040,NI
Matina,Matina,2921054,BR
Matina,Matina,705,CR
Matinha,Matinha,2106508,BR
Matinhas,Matinhas,2509339,BR
Matinhos,Matinhos,4115705,BR
Matipo,Matipó,3140902,BR
Matjaševci,Matjaševci,056008,SI
Matke,Matke,174005,SI
Matkule Parish,Matkules pagasts,0052500,LV
Matlapa,Matlapa,24057,MX
Matman District,Matman,15007,MM
Matmata,مطماطة,5158,TN
Matn,المتن,22,LB
Mato Castelhano,Mato Castelhano,4312138,BR
Mato Grosso,Mato Grosso,2509370,BR
Mato Leitão,Mato Leitão,4312153,BR
Mato Queimado,Mato Queimado,4312179,BR
Mato Rico,Mato Rico,4115739,BR
Mato Verde,Mato Verde,3141009,BR
Matobo District,Matobo,095,ZW
Matola,Cidade da Matola,10001,MZ
Matos Costa,Matos Costa,4210704,BR
Matosinhos,Matosinhos,1308,PT
Matozinhos,Matozinhos,3141108,BR
Matrinchã,Matrinchã,5212956,BR
Matriz de Camaragibe,Matriz de Camaragibe,2705101,BR
Matsanjeni,Matsanjeni,406,SZ
Matsanjeni North,Matsanjeni North,211,SZ
Matsoku,Matsoku,C01,LS
Matsubara-shi,松原市,272175,JP
Matsubushi-machi,松伏町,114651,JP
Matsuda-machi,松田町,143634,JP
Matsudo-shi,松戸市,122076,JP
Matsue-shi,松江市,322016,JP
Matsukawa-machi,松川町,204021,JP
Matsukawa-mura,松川村,204820,JP
Matsumae-cho,松前町,013315,JP
Matsumoto-shi,松本市,202029,JP
Matsuno-cho,松野町,384844,JP
Matsusaka-shi,松阪市,242047,JP
Matsushige-cho,松茂町,364011,JP
Matsushima-machi,松島町,044016,JP
Matsuura-shi,松浦市,422088,JP
Matsuyama-shi,松山市,382019,JP
Matsuzaki-cho,松崎町,223051,JP
Mattersburg District,Mattersburg,106,AT
Matthews Ridge-Arakaka-Port Kaituma,Matthews Ridge-Arakaka-Port Kaituma,0102,GY
Matuga,Matuga,138,KE
Matulji,Matulji,02615,HR
Matungu,Matungu,451,KE
Matungulu,Matungulu,214,KE
Matupa,Matupá,5105606,BR
Matupi District,Matupi,04004,MM
Matureia,Maturéia,2509396,BR
Maturín,Maturín,1608,VE
Matutina,Matutina,3141207,BR
Matutuine District,Matutuine,10006,MZ
Matveevo-Kurganskiy municipal'nyy rayon,Матвеево-Курганский муниципальный район,60231,RU
Matveevskiy municipal'nyy rayon,Матвеевский муниципальный район,53227,RU
Matão,Matão,3529302,BR
Matías Romero Avendaño Municipality,Matías Romero Avendaño,20057,MX
Matões,Matões,2106607,BR
Matões do Norte,Matões do Norte,2106631,BR
Matīši Parish,Matīšu pagasts,0054520,LV
Mau district,Mau,168,IN
Maua,Mauá,3529401,BR
Maua da Serra,Mauá da Serra,4115754,BR
Maubara administrative post,Maubara,0803,TL
Maubisse Subdistrict,Maubisse,0103,TL
Maucatar Subdistrict,Maucatar,0504,TL
Maues,Maués,1302900,BR
Mauga,Mauga,43403,WS
Mauganj district,Mauganj,766,IN
Maulvibazar,মৌলভীবাজার,58,BD
Maunabo,Maunabo,72095,PR
Maungdaw District,Maungdaw,12002,MM
Maurilandia,Maurilândia,5213004,BR
Maurilandia do Tocantins,Maurilândia do Tocantins,1712801,BR
Mauriti,Mauriti,2308104,BR
Mauroa,Mauroa,1113,VE
Maury County,Maury,47119,US
Mavago District,Mavago,01009,MZ
Maverick County,Maverick,48323,US
Mavinga,Mavinga,05006,AO
Mavrc,Mavrc,165028,SI
Mavrlen,Mavrlen,017062,SI
Mavrodin,Mavrodin,153204,RO
Mavčiče,Mavčiče,052017,SI
Mawiyah,ماويه,1501,YE
Mawlaik District,Mawlaik,05007,MM
Mawlamyine District,Mawlamyine,11001,MM
Mawogola County,Mawogola,7502,UG
Mawokota,Mawokota,6003,UG
Mawqaq,موقق,0808,SA
Mawza,موزع,1508,YE
Maxaranguape,Maxaranguape,2407500,BR
Maxcanu Municipality,Maxcanú,31048,MX
Maximiliano de Almeida,Maximiliano de Almeida,4312203,BR
Maximovca,Maximovca,1023000,MD
Maxixe,Cidade de Maxixe,08010,MZ
May,ມ. ໃໝ່,0202,LA
May audany,Май ауданы,5556,KZ
Mayaguez,Mayagüez,72097,PR
Mayahi Department,Mayahi,045,NE
Mayajigua,Yaguajay,2801,CU
Mayama,Mayama,1109,CG
Mayamey,ميامي,2011,IR
Mayapan Municipality,Mayapán,31049,MX
Mayari,Mayarí,3211,CU
Maydan Shahr,میدان شهر,0401,AF
Mayenne,Mayenne,FR-53,FR
Mayes County,Mayes,40097,US
Mayfa'a,ميفعه,2116,YE
Mayfa'at Anss,ميفعة عنس,2009,YE
Mayiandit County,Mayendit,1202,SS
Mayiladuthurai district,Mayiladuthurai,735,IN
Mayiwane,Mayiwane,104,SZ
Maykopskiy municipal'nyy rayon,Майкопский муниципальный район,79222,RU
Mayluu-Suu sh.,Майлуу-Суу ш.,41703430,KG
Maymana,میمنه,2901,AF
Mayminskiy municipal'nyy rayon,Майминский муниципальный район,84215,RU
Maynas Province,Maynas,1601,PE
Maynooth,Clane-Maynooth,5215004,IE
Maynskiy municipal'nyy rayon,Майнский муниципальный район,73220,RU
Mayo,มายอ,9405,TH
Mayo Belwa,Mayo-Belwa,0212,NG
Mayo Binder,Mayo Binder,143,TD
Mayo Danay,Mayo-Danay,0403,CM
Mayo Lemie,Mayo Lémié,132,TD
Mayo Tsanaga,Mayo-Tsanaga,0406,CM
Mayo-Banyo,Mayo-Banyo,0103,CM
Mayo-Boneye,Mayo Boneye,133,TD
Mayo-Dallah,Mayo Dallah,142,TD
Mayo-Louti,Mayo-Louti,0603,CM
Mayo-Rey,Mayo-Rey,0604,CM
Mayo-Sava,Mayo-Sava,0405,CM
Mayoko,Mayoko,0808,CG
Mayom County,Mayom,1303,SS
Mayor Jose Dejesus Martinez,Mayor José Dejesús Martínez,1211,PY
Mayor Julio D. Otaño,Mayor Julio Dionisio Otaño,0723,PY
Maysan,ميسان,0217,SA
Mayskiy municipal'nyy rayon,Майский муниципальный район,83220,RU
Mayurbhanj,Mayurbhanj,365,IN
Maywand,میوند,2710,AF
Mayyafariqin,Silvan,211624,TR
Mayéyé,Mayéyé,0603,CG
Mazabuka District,Mazabuka,0907,ZM
Mazagran,Mezaghrane,DZ029016,DZ
Mazagão,Mazagão,1600402,BR
Mazamitla,Mazamitla,14059,MX
Mazanovskiy municipal'nyy rayon,Мазановский муниципальный район,10232,RU
Mazapa de Madero,Mazapa de Madero,07053,MX
Mazapil,Mazapil,32026,MX
Mazapiltepec de Juarez Municipality,Mazapiltepec de Juárez,21096,MX
Mazar Janoobee,المزار الجنوبي,3102,JO
Mazar Shamali,المزار الشمالي,2107,JO
Mazar-e-Sharif,مزار شریف,2101,AF
Mazatan,Mazatán,07054,MX
Mazate Tierra del Venado,Mazatenango,1001,GT
Mazatecochco de Jose Maria Morelos Municipality,Mazatecochco de José María Morelos,29017,MX
Mazatlan Municipality,Mazatlán,25012,MX
Mazatlan Villa de Flores,Mazatlán Villa de Flores,20058,MX
Mazatán,Mazatán,26037,MX
Mazgirt,Mazgirt,621518,TR
Mazhar,مزهر,3106,YE
Mazotos,Μαζωτός,4120,CY
Mazouna,Mazouna,DZ035019,DZ
Mazowe District,Mazowe,044,ZW
Mazozoli Parish,Mazozolu pagasts,0040480,LV
Mazraa,المزرع,530,BH
Mazsalaca,Mazsalaca,0054200,LV
Mazsalaca Parish,Mazsalacas pagasts,0054530,LV
Mazzalve Parish,Mazzalves pagasts,0020480,LV
Mazıdağı,Mazıdağı,471519,TR
Maçambara,Maçambará,4311718,BR
Maçka,Maçka,611507,TR
Maúa District,Maua,01008,MZ
Mače,Mače,02488,HR
Mače,Mače,095006,SI
Mačji Dol,Mačji Dol,130101,SI
Mački,Mački,134036,SI
Mačkovci,Mačkovci,097010,SI
Mačkovec,Mačkovec,048063,SI
Mačkovec,Mačkovec,057035,SI
Mačkovec,Mačkovec,130102,SI
Mačkovec pri Dvoru,Mačkovec pri Dvoru,193022,SI
Mačkovec pri Suhorju,Mačkovec pri Suhorju,073035,SI
Mačkovec pri Škocjanu,Mačkovec pri Škocjanu,121022,SI
Maļinova Parish,Maļinovas pagasts,0022510,LV
Maşcăuţi,Mașcăuți,3125000,MD
Mašelj,Mašelj,109025,SI
Mažeikiai District Municipality,Mažeikių r. sav.,0861,LT
Mbabane East,Mbabane East,105,SZ
Mbabane West,Mbabane West,106,SZ
Mbacke Department,Mbacké,023,SN
Mbaitoli,Mbaitoli,1711,NG
Mbala District,Mbala,0707,ZM
Mbale District,Mbale Municipality,5502,UG
Mbam-Et-Inoubo,Mbam-et-Inoubou,0204,CM
Mbam-et-Kim,Mbam-et-Kim,0205,CM
Mbama,Mbama,0404,CG
Mbandaka,Mbandaka,4010,CD
Mbanza Congo,Mbanza Congo,18002,AO
Mbanza-Ndounga,Mbanza-Ndounga,1110,CG
Mbanza-Ngungu,Mbanza-Ngungu,2041,CD
Mbaracayu,Mbaracayú,1019,PY
Mbarali District,Mbarali,1104,TZ
Mbarara District,Mbarara Municipality,5602,UG
Mbeere North,Mbeere North,814,KE
Mbeere South,Mbeere South,859,KE
Mbere,Mbéré,0104,CM
Mberengwa District,Mberengwa,106,ZW
Mbeya DC,Mbeya Urban,1106,TZ
Mbeya Rural District,Mbeya Rural,1105,TZ
Mbilua,Mbilua,0208,SB
Mbinda,Mbinda,0809,CG
Mbinga District,Mbinga,1901,TZ
Mbire District,Mbire,406,ZW
Mbita,Mbita,497,KE
Mbo,Mbo,0317,NG
Mbocayaty,Mbocayaty,0412,PY
Mbocayaty del Yhaguy,Mbocayaty del Yhaguy,0319,PY
Mbogwe District,Mbogwe,2503,TZ
Mbomo,Mbomo,0405,CG
Mbon,Mbon,0907,CG
Mbooni,Mbooni,305,KE
Mbozi District,Mbozi,1107,TZ
Mbrès,Mbrès,1002,CF
Mbuini Tusu,Mbuini Tusu,0221,SB
Mbuji-Mayi,Mbuji-Mayi,8010,CD
Mbulu,Mbulu,0904,TZ
Mbumburu,Mbumburu,1002,SB
Mburucuya Department,Mburucuyá,18098,AR
Mbutuy,Santa Rosa del Mbutuy,0515,PY
Mbuyapey,Mbuyapey,0908,PY
McClain County,McClain,40087,US
McCone County,McCone,30055,US
McCook County,McCook,46087,US
McCormick County,McCormick,45065,US
McCracken County,McCracken,21145,US
McCreary County,McCreary,21147,US
McCulloch County,McCulloch,48307,US
McCurtain County,McCurtain,40089,US
McDonald County,McDonald,29119,US
McDonough County,McDonough,17109,US
McDowell County,McDowell,37111,US
McDowell County,McDowell,54047,US
McDuffie County,McDuffie,13189,US
McGregor Municipality,Sir Arthur Mc Gregor,0320,VE
McHenry County,McHenry,17111,US
McHenry County,McHenry,38049,US
McIntosh County,McIntosh,13191,US
McIntosh County,McIntosh,38051,US
McIntosh County,McIntosh,40091,US
McKean County,McKean,42083,US
McKenzie County,McKenzie,38053,US
McKinlay Shire,McKinlay,34800,AU
McKinley County,McKinley,35031,US
McLean County,McLean,17113,US
McLean County,McLean,21149,US
McLean County,McLean,38055,US
McLennan County,McLennan,48309,US
McLeod County,McLeod,27085,US
McMinn County,McMinn,47107,US
McMullen County,McMullen,48311,US
McNairy County,McNairy,47109,US
McPherson County,McPherson,20113,US
McPherson County,McPherson,31117,US
McPherson County,McPherson,46089,US
Mcenskiy municipal'nyy rayon,Мценский муниципальный район,54236,RU
Mchinji District,Mchinji,106,MW
Mdhila,المضيلة,6158,TN
Me Sang District,Me Sang,1405,KH
Meade County,Meade,20119,US
Meade County,Meade,21163,US
Meade County,Meade,46093,US
Meagher County,Meagher,30059,US
Mealhada,Mealhada,0111,PT
Meambar,Meámbar,0310,HN
Meanchey District,Mean Chey,1206,KH
Meander Valley,Meander Valley,64210,AU
Meanguera,Meanguera,1314,SV
Meanguera del Golfo,Meanguera del Golfo,1410,SV
Meatu District,Meatu,2006,TZ
Mecanhelas District,Mecanhelas,01010,MZ
Mecatlan,Mecatlán,30103,MX
Mecayapan,Mecayapan,30104,MX
Mecca District,Suehn Mecca,0104,LR
Mecheria,Mechria,DZ031007,DZ
Mechetlinskiy rayon,Мечетлинский район,80242,RU
Mechraa Houari Boumediene,Mechraa Houari Boumediene,DZ007014,DZ
Mechraa Safa,Machraa Sfa,DZ043016,DZ
Mechtras,Mechtrass,DZ047047,DZ
Mecitözü,Mecitözü,191520,TR
Mecklenburg County,Mecklenburg,37119,US
Mecklenburg County,Mecklenburg,51117,US
Mecklenburgische Seenplatte (district),LK Mecklenburgische Seenplatte,13071,DE
Meconta District,Meconta,03007,MZ
Mecosta County,Mecosta,26107,US
Mecuburi District,Mecuburi,03008,MZ
Mecufi District,Mecufi,02007,MZ
Mecula District,Mecula,01011,MZ
Meda,Mêda,0909,PT
Medak district,Medak,513,IN
Medan,Kota Medan,1275,ID
Medana,Medana,007027,SI
Medani Al Kubra,Medani Al Kubra,0708,SD
Medchal-Malkajgiri district,Medchal-Malkajgiri,700,IN
Medea,Medea,DZ027033,DZ
Medeiros,Medeiros,3141306,BR
Medeiros Neto,Medeiros Neto,2921104,BR
Medellin Municipality,Medellín de Bravo,30105,MX
Medemblik,Medemblik,0420,NL
Medenine Nord,مدنين الشمالية,5251,TN
Medenine Sud,مدنين الجنوبية,5252,TN
Mederdra,المذرذرة,063,MR
Medeu audany,Медеу ауданы,7517,KZ
Medgyes,Mediaș,143619,RO
Media Luna,Media Luna,3308,CU
Medianeira,Medianeira,4115804,BR
Medicilândia,Medicilândia,1504455,BR
Medija,Medija,142033,SI
Medina,Medina,3141405,BR
Medina,Medina,25438,CO
Medina County,Medina,39103,US
Medina County,Medina,48325,US
Medina Yoro Foulah Department,Médina Yoro Foulah,052,SN
Medio Atrato,Medio Atrato,27425,CO
Medio Baudo,Medio Baudó,27430,CO
Medio San Juan,Medio San Juan,27450,CO
Mediouna,Mediouna,DZ035020,DZ
Mediouna,إقليم: مديونة,355,MA
Medjana,Medjana,DZ011023,DZ
Medjaz Ammar,Medjez Amar,DZ021025,DZ
Medjaz Sfa,Medjez Sfa,DZ021026,DZ
Medjebar,Moudjebeur,DZ027037,DZ
Medjedel,Medjedel,DZ030026,DZ
Medjez El Bab,مجاز الباب,2159,TN
Medkovets,Медковец,MON26,BG
Medlog,Medlog,011016,SI
Medno,Medno,061015,SI
Medorm,Medorm,102,PW
Medrelgang,Mendrelgang,2806,BT
Medribnik,Medribnik,196007,SI
Medrissa,Medrissa,DZ043019,DZ
Medroussa,Medroussa,DZ043020,DZ
Medulin,Medulin,02631,HR
Medumi Parish,Medumu pagasts,0022520,LV
Medvedce,Medvedce,069014,SI
Medvedevskiy municipal'nyy rayon,Медведевский муниципальный район,88228,RU
Medvedica,Medvedica,032032,SI
Medvedje Brdo,Medvedje Brdo,064010,SI
Medvedjek,Medvedjek,130112,SI
Medvedjek,Medvedjek,134042,SI
Medveja,Medveja,1428000,MD
Medvenskiy municipal'nyy rayon,Медвенский муниципальный район,38224,RU
Medvezh'egorskiy municipal'nyy rayon,Медвежьегорский муниципальный район,86224,RU
Medveđa,Медвеђа,70815,RS
Medvode,Medvode,071009,SI
Medway,Medway,E06000035,GB
Medynskiy,Медынский,29225,RU
Medze Parish,Medzes pagasts,0027550,LV
Medzilaborce District,Medzilaborce,705,SK
Medņeva Parish,Medņevas pagasts,0024500,LV
Meekatharra Shire,Meekatharra,55250,AU
Meeker County,Meeker,27093,US
Meer Zorgen-Malgre Tout,Meer Zorgen-Malgre Tout,0304,GY
Meersje,Meerssen,0938,NL
Meerut district,Meerut,169,IN
Meerzorg,Meerzorg,0606,SR
Mefatha,M'Fatha,DZ027035,DZ
Mefou-et-Afamba,Méfou-et-Afamba,0206,CM
Mefou-et-Akono,Méfou-et-Akono,0207,CM
Meftah,Meftah,DZ010018,DZ
Megarine,Megarine,DZ033009,DZ
Meghila,Meghila,DZ043021,DZ
Megino-Kangalasskiy municipal'nyy rayon,Мегино-Кангаласский муниципальный район,98229,RU
Meglenik,Meglenik,130113,SI
Megrine,مقرين,1359,TN
Meguro-ku,目黒区,131105,JP
Mehadia,Mehadia,053274,RO
Mehadica,Mehadica,053327,RO
Mehdishahr,مهدئ شهر,2022,IR
Meherpur,মেহেরপুর,57,BD
Mehran,مهران,0608,IR
Mehrestan,مهرستان,1606,IR
Mehriz,مهريز,3109,IR
Mehtarlam,مهتر لام,0701,AF
Meidling,Meidling,912,AT
Meierijstad,Meierijstad,1948,NL
Meigs County,Meigs,39105,US
Meigs County,Meigs,47121,US
Meiktila District,Meiktila,10007,MM
Meinpea-Mahn District,Meinpea-Mahn,1210,LR
Meishan Shi,眉山市,5114,CN
Meiwa-cho,明和町,244422,JP
Meiwa-machi,明和町,105228,JP
Meizhou Shi,梅州市,4414,CN
Meja,Meja,052018,SI
Meje,Meje,196008,SI
Mejia Canton,Mejia,1703,EC
Mejia Municipality,Mejía,1911,VE
Mejicanos,Mejicanos,0608,SV
Meketii,Meketii,607,PW
Mekhadma,Mekhadma,DZ009024,DZ
Mekhareg,Mekhareg,DZ025016,DZ
Mekhatria,Mekhatria,DZ002027,DZ
Mekinje,Mekinje,043043,SI
Mekinje nad Stično,Mekinje nad Stično,039060,SI
Mekla,Mekla,DZ047048,DZ
Meknassy,المكناسي,4358,TN
Meknes,مكناس,061,MA
Mekotnjak,Mekotnjak,063038,SI
Mekran,مکران,428,PK
Melaab,Melaab,DZ046013,DZ
Meladeia,Μελάδεια,6318,CY
Melanarga,Μελάναργα,3351,CY
Melandra,Μελάνδρα,6319,CY
Melanjski Vrh,Melanjski Vrh,100008,SI
Melawi,Melawi,6110,ID
Melbou,Melbou,DZ008030,DZ
Melchor Ocampo,Melchor Ocampo,15053,MX
Melchor Ocampo,Melchor Ocampo,19035,MX
Melchor Ocampo,Melchor Ocampo,32027,MX
Melchor de Mencos,Melchor de Mencos,1711,GT
Mele,Mele,029021,SI
Mele,Mele,512,VU
Meleiro,Meleiro,4210803,BR
Melekeok,Melekeok,707,PW
Melekesskiy municipal'nyy rayon,Мелекесский муниципальный район,73222,RU
Melenkovskiy municipal'nyy rayon,Меленковский муниципальный район,17242,RU
Meleuzovskiy rayon,Мелеузовский район,80241,RU
Meleşeni,Meleșeni,2520000,MD
Melgaco,Melgaço,1603,PT
Melgar,Melgar,73449,CO
Melgar Province,Melgar,2108,PE
Melgaço,Melgaço,1504505,BR
Melhus,Melhus,5028,NO
Melikgazi,Melikgazi,381864,TR
Melilas,Melilas,0106,BN
Melinci,Melinci,002008,SI
Melinești,Melinești,073102,RO
Melini,Μελίνη,4316,CY
Melipilla Province,Melipilla,135,CL
Melit,Melit,1304,SD
Melita,Mljet,02682,HR
Melitopolskyi,Мелітопольський,2308,UA
Meliše,Meliše,062003,SI
Meljski Hrib,Meljski Hrib,070021,SI
Melk District,Melk,315,AT
Mella,Mella,3402,CU
Mella,Mella,1006,DO
Mellakou,Mellakou,DZ043022,DZ
Mellerud Municipality,Mellerud,1461,SE
Mellette County,Mellette,46095,US
Mellieha,Mellieħa,01537,MT
Melloulech,ملولش,3359,TN
Melounta,Μελούντα,3305,CY
Melouseia,Μελούσεια,4203,CY
Meluco District,Meluco,02008,MZ
Melut County,Melut,0902,SS
Meløy,Meløy,1837,NO
Memba District,Memba,03009,MZ
Meme,Meme,1005,CM
Memmingen,SK Memmingen,09764,DE
Memot District,Memot,0310,KH
Memuro-cho,芽室町,016373,JP
Mena Al Basal,قسم مينا البصل,0211,EG
Menaa,Menaa,DZ006034,DZ
Menaa,Menaa,DZ030027,DZ
Menaceur,Menaceur,DZ045020,DZ
Menaka Cercle,Ménaka,24,ML
Menard County,Menard,17129,US
Menard County,Menard,48327,US
Menbi,Maenbi,1605,BT
Menbij,منبج,0205,SY
Menchum,Menchum,0704,CM
Mendefera Subregion,Mendefera,209,ER
Mendeleevskiy municipal'nyy rayon,Менделеевский муниципальный район,92239,RU
Menderes,Menderes,351826,TR
Mendes,Mendes,3302809,BR
Mendes,Mendes,DZ035021,DZ
Mendes Pimentel,Mendes Pimentel,3141504,BR
Mendez Municipality,Méndez,28023,MX
Mendi-Munihu District,Mendi-Munihu,0706,PG
Mendikara audany,Меңдіқара ауданы,3956,KZ
Mendocino County,Mendocino,06045,US
Mendonça,Mendonça,3529500,BR
Menemen,Menemen,351521,TR
Mengellang,Mengellang,902,PW
Mengen,Mengen,141522,TR
Menia Al Kamh,مركز منيا القمح,1314,EG
Meniat Al Nasr,مركز منيه النصر,1214,EG
Menifee County,Menifee,21165,US
Meniko,Μένικο,1368,CY
Meniška Vas,Meniška vas,157016,SI
Menjey,Minjey,1606,BT
Menkhoaneng,Menkhoaneng,C05,LS
Menoaneng,Menoaneng,J04,LS
Menogeia,Μενόγεια,4128,CY
Menominee County,Menominee,26109,US
Menominee County,Menominee,55078,US
Menongue,Menongue,05007,AO
Menoua,Menoua,0805,CM
Menouf,مركز منوف,1709,EG
Menouf City,قسم مدينه منوف,1712,EG
Mensura Subregion,Mensura,410,ER
Menteşe,Menteşe,482089,TR
Mentiri,Mentiri,0210,BN
Menyamya District,Menyamya,1207,PG
Menyháza,Moneasa,011478,RO
Menzel Bourguiba,منزل بورقيبة,1758,TN
